MomentoHu1,MomentoHu2,MomentoHu3,MomentoHu4,MomentoHu5,MomentoHu6,MomentoHu7,Etiqueta
0.0007865962417135562,1.3119809303707477e-07,3.780216467081287e-15,5.5548211237117755e-14,7.853554357875002e-28,2.0065218907085058e-17,-1.7647966701549225e-28,uno
0.000786279639582833,1.3317625585563322e-07,5.900155795388552e-15,1.480599587132585e-14,1.0155033702151864e-28,4.8936332423143965e-18,-9.400990895165688e-29,uno
0.000773321995558254,1.294662685038196e-07,1.236186100855787e-15,5.367898825734473e-15,-1.3298480594725086e-29,-1.8471353414421705e-18,3.788713082258647e-30,uno
0.0007933703153709656,1.3790109314877152e-07,4.223769553536154e-13,5.711595493469192e-13,2.696926577141198e-25,2.077946601962643e-16,-7.723647758830884e-26,uno
0.000778738533075387,1.3113109378301013e-07,1.8897652770240248e-14,6.820162832938217e-14,2.2930643086111935e-27,2.2416852768737222e-17,-8.584265984269717e-28,uno
0.0007712149022023884,1.3026985114579518e-07,1.7732306633721657e-14,4.255917592939299e-14,7.935136720419581e-29,-1.2182247137664298e-18,-1.1664599935235528e-27,uno
0.0007926761654476119,1.3473320936500146e-07,6.660273917056622e-14,1.791088038261799e-13,1.9540614110189677e-26,6.555381690913272e-17,-9.223227461044731e-28,uno
0.0007986538103810592,1.365702331128497e-07,6.873687906400393e-14,3.056464654359358e-14,-7.153966059931172e-28,-2.4281180918570903e-19,1.204525082332552e-27,uno
0.000778738533075387,1.3113109378301013e-07,1.8897652770240248e-14,6.820162832938217e-14,2.2930643086111935e-27,2.2416852768737222e-17,-8.584265984269717e-28,uno
0.000786279639582833,1.3317625585563322e-07,5.900155795388552e-15,1.480599587132585e-14,1.0155033702151864e-28,4.8936332423143965e-18,-9.400990895165688e-29,uno
0.0007767964442904696,1.3008917070572133e-07,2.512398592437259e-16,2.3971898486486464e-15,1.6688108032611305e-30,6.653702024597996e-19,-8.22207112507565e-31,uno
0.0007937966285586485,1.373537566396645e-07,2.4040250215892913e-14,3.8226758981005215e-14,2.3924005677446868e-28,3.805141451543876e-18,1.1338682559166242e-27,uno
0.0007986538103810592,1.365702331128497e-07,6.873687906400393e-14,3.056464654359358e-14,-7.153966059931172e-28,-2.4281180918570903e-19,1.204525082332552e-27,uno
0.0006804969204961237,5.673343841902117e-09,3.3262579448742778e-15,1.5569428359298367e-14,2.7869790163747845e-29,-7.60859988014579e-19,-1.0852206158810165e-28,uno
0.0007767964442904696,1.3008917070572133e-07,2.512398592437259e-16,2.3971898486486464e-15,1.6688108032611305e-30,6.653702024597996e-19,-8.22207112507565e-31,uno
0.0007808858615428872,1.26332990501237e-07,2.9004827497240226e-13,5.24545113841981e-13,2.0433485043601073e-25,1.740862348629243e-16,1.0447878776836136e-26,uno
0.0007712149022023884,1.3026985114579518e-07,1.7732306633721657e-14,4.255917592939299e-14,7.935136720419581e-29,-1.2182247137664298e-18,-1.1664599935235528e-27,uno
0.0007926761654476119,1.3473320936500146e-07,6.660273917056622e-14,1.791088038261799e-13,1.9540614110189677e-26,6.555381690913272e-17,-9.223227461044731e-28,uno
0.000773321995558254,1.294662685038196e-07,1.236186100855787e-15,5.367898825734473e-15,-1.3298480594725086e-29,-1.8471353414421705e-18,3.788713082258647e-30,uno
0.0007808858615428872,1.26332990501237e-07,2.9004827497240226e-13,5.24545113841981e-13,2.0433485043601073e-25,1.740862348629243e-16,1.0447878776836136e-26,uno
0.0007865962417135562,1.3119809303707477e-07,3.780216467081287e-15,5.5548211237117755e-14,7.853554357875002e-28,2.0065218907085058e-17,-1.7647966701549225e-28,uno
0.0007554513314863777,7.188764225536128e-08,7.270549148066644e-14,3.619348636819228e-13,5.81498468274687e-26,9.592470742166096e-17,8.107511149076269e-27,uno
0.0007652213911634016,5.659196635824866e-08,3.9717327839670044e-13,4.007854799106481e-13,1.4209792787807997e-25,9.26604599620375e-17,-7.333013938724228e-26,dos
0.0007500867716584902,5.447161063571734e-08,4.0588398600398714e-14,1.1073886687810481e-13,7.410619610512581e-27,2.5811696808905505e-17,-4.49243996747436e-28,dos
0.0007396365412706283,5.096273333517959e-08,2.214228787786747e-13,2.266514120891508e-13,4.573047592849773e-26,4.852269466561558e-17,-2.206381259190638e-26,dos
0.0007379889230739586,4.262791032188912e-08,1.3868605732006749e-13,1.124486435631917e-13,1.0981291729601805e-26,2.2838843337367192e-17,-8.752487354424473e-27,dos
0.0007652213911634016,5.659196635824866e-08,3.9717327839670044e-13,4.007854799106481e-13,1.4209792787807997e-25,9.26604599620375e-17,-7.333013938724228e-26,dos
0.00071287408810634,2.550409844896091e-09,3.4563463559464824e-13,1.4503024336816414e-13,3.1148931283404305e-26,6.94108114361334e-18,-9.171365283135317e-27,dos
0.000695225572088635,5.863392079567214e-09,1.861697176415402e-14,5.844600955471558e-14,-1.4194546477294691e-27,1.3372879151598145e-18,-1.3046020531988863e-27,dos
0.0007193164942601451,4.2258034515702745e-09,1.3086474195487056e-15,1.877656650906351e-13,-2.861588758491539e-27,-8.572333933781337e-18,-6.887432000633614e-28,dos
0.0007394512475583461,4.111693803855135e-08,1.2220084358085235e-13,1.2141726634485674e-13,1.1537208026651829e-26,1.9784940609902033e-17,9.253456585680358e-27,dos
0.0007193164942601451,4.2258034515702745e-09,1.3086474195487056e-15,1.877656650906351e-13,-2.861588758491539e-27,-8.572333933781337e-18,-6.887432000633614e-28,dos
0.0007205773148257963,6.075699002475465e-09,3.492585691334868e-13,1.3191489021296796e-13,2.779598016599807e-26,9.831283585347324e-18,-5.395759346109446e-27,dos
0.0007535743424424539,5.410957607407845e-08,1.3859337327939071e-13,4.2024426266401377e-13,9.929262089203826e-26,9.401050591852477e-17,-2.066414293637037e-26,dos
0.0007396365412706283,5.096273333517959e-08,2.214228787786747e-13,2.266514120891508e-13,4.573047592849773e-26,4.852269466561558e-17,-2.206381259190638e-26,dos
0.0007394512475583461,4.111693803855135e-08,1.2220084358085235e-13,1.2141726634485674e-13,1.1537208026651829e-26,1.9784940609902033e-17,9.253456585680358e-27,dos
0.0007463333492035999,7.036636348912437e-08,8.445211180865146e-14,2.8738464455273544e-14,1.4110647351365933e-27,5.972415621866593e-18,1.1564532954604103e-28,dos
0.0008306860245101668,1.6902532954162711e-07,1.983007126636426e-12,3.8279000834447365e-13,2.916262350538981e-25,2.1450159433063612e-17,-1.6180256893517683e-25,dos
0.0007205773148257963,6.075699002475465e-09,3.492585691334868e-13,1.3191489021296796e-13,2.779598016599807e-26,9.831283585347324e-18,-5.395759346109446e-27,dos
0.0007379889230739586,4.262791032188912e-08,1.3868605732006749e-13,1.124486435631917e-13,1.0981291729601805e-26,2.2838843337367192e-17,-8.752487354424473e-27,dos
0.0007500867716584902,5.447161063571734e-08,4.0588398600398714e-14,1.1073886687810481e-13,7.410619610512581e-27,2.5811696808905505e-17,-4.49243996747436e-28,dos
0.00071287408810634,2.550409844896091e-09,3.4563463559464824e-13,1.4503024336816414e-13,3.1148931283404305e-26,6.94108114361334e-18,-9.171365283135317e-27,dos
0.0007535743424424539,5.410957607407845e-08,1.3859337327939071e-13,4.2024426266401377e-13,9.929262089203826e-26,9.401050591852477e-17,-2.066414293637037e-26,dos
0.00074258336481595,5.5711656807200514e-08,3.8479728639156327e-13,3.009488988013432e-13,9.071855430484716e-26,6.199601221077925e-17,-4.752440308130509e-26,dos
0.0007706329023732793,9.370795424094976e-08,1.6425009168939296e-13,1.7122224390881033e-13,2.428261048135126e-26,4.747129493290738e-17,-1.5324696108034744e-26,dos
0.00074258336481595,5.5711656807200514e-08,3.8479728639156327e-13,3.009488988013432e-13,9.071855430484716e-26,6.199601221077925e-17,-4.752440308130509e-26,dos
0.00075853029370126,5.024216242289569e-08,2.942257043450435e-14,2.0584417723717504e-13,-1.416099837596498e-27,-1.1724274751570072e-17,1.595675812455464e-26,tres
0.0007269140844859985,5.893205596397222e-09,2.4723298983366287e-14,8.310958530917122e-14,3.7203589212922396e-27,4.629645666297723e-18,-5.928387054001853e-28,tres
0.0007034068604493664,5.650094567721706e-09,5.281008787681348e-16,7.758787246118436e-15,1.0234364927183824e-29,2.434754890855117e-19,1.1912917358980919e-29,tres
0.0007165941403672084,1.458365845279991e-09,9.016706139048284e-14,3.3510638547821666e-14,-8.397099427999557e-28,1.227447104541312e-18,-1.6395067144627463e-27,tres
0.0007034068604493664,5.650094567721706e-09,5.281008787681348e-16,7.758787246118436e-15,1.0234364927183824e-29,2.434754890855117e-19,1.1912917358980919e-29,tres
0.0007091622123631001,5.885777972985983e-09,1.690976582799571e-15,1.3807365494006194e-13,-1.4543163829324724e-27,-1.2223016541480925e-18,-1.5284278156453812e-27,tres
0.0007091622123631001,5.885777972985983e-09,1.690976582799571e-15,1.3807365494006194e-13,-1.4543163829324724e-27,-1.2223016541480925e-18,-1.5284278156453812e-27,tres
0.0007079260627985441,1.46555110515996e-08,3.4791339092213614e-15,1.9668560358961872e-14,9.009876291636868e-29,-1.0248439972968853e-18,-1.3547819561490858e-28,tres
0.0007086213064805746,1.0655310376106382e-08,4.0843691321427264e-13,3.613602216964203e-13,1.2779406907723588e-25,-7.792617004066429e-18,5.423586711042742e-26,tres
0.0007281209190463248,2.9989171147292103e-09,1.1109243116868572e-13,3.448123917451811e-15,6.736120573390461e-29,1.2709050563409827e-19,4.109481233902676e-30,tres
0.0007195076254444281,4.0491014828306e-09,2.014417436701752e-14,2.338555228147829e-13,1.724707345018002e-27,-1.479289521425549e-17,-1.5957849816425154e-26,tres
0.0007090051414879112,4.842256794583029e-09,1.3964755777711494e-15,3.6951243250973525e-15,-5.639873886048987e-30,-2.2267568013946934e-19,6.216770263349683e-30,tres
0.0007281209190463248,2.9989171147292103e-09,1.1109243116868572e-13,3.448123917451811e-15,6.736120573390461e-29,1.2709050563409827e-19,4.109481233902676e-30,tres
0.0007195076254444281,4.0491014828306e-09,2.014417436701752e-14,2.338555228147829e-13,1.724707345018002e-27,-1.479289521425549e-17,-1.5957849816425154e-26,tres
0.0007090100490868726,1.3178901856958326e-09,1.757484433568828e-13,4.931128380056439e-13,1.4322876245892679e-25,8.02841753860333e-18,2.3637216947641597e-26,tres
0.0007269140844859985,5.893205596397222e-09,2.4723298983366287e-14,8.310958530917122e-14,3.7203589212922396e-27,4.629645666297723e-18,-5.928387054001853e-28,tres
0.00075853029370126,5.024216242289569e-08,2.942257043450435e-14,2.0584417723717504e-13,-1.416099837596498e-27,-1.1724274751570072e-17,1.595675812455464e-26,tres
0.0007079260627985441,1.46555110515996e-08,3.4791339092213614e-15,1.9668560358961872e-14,9.009876291636868e-29,-1.0248439972968853e-18,-1.3547819561490858e-28,tres
0.0007126430457831225,2.3334192734512534e-09,5.2924700050349466e-14,1.39701088136541e-13,1.1399709852505211e-26,-6.675596126969331e-18,-3.787317178797232e-27,tres
0.0007090051414879112,4.842256794583029e-09,1.3964755777711494e-15,3.6951243250973525e-15,-5.639873886048987e-30,-2.2267568013946934e-19,6.216770263349683e-30,tres
0.0007430517343289891,8.340417670918702e-08,2.749393340442983e-14,5.3134681232376353e-14,1.074814698620389e-27,6.621722320097225e-18,1.7231574303694612e-27,tres
0.0007148876046023356,5.57738515477574e-11,3.881126678102932e-14,9.842534742602412e-14,5.9023342061421905e-27,6.155268580695627e-19,-1.4727553937588127e-27,tres
0.0007148876046023356,5.57738515477574e-11,3.881126678102932e-14,9.842534742602412e-14,5.9023342061421905e-27,6.155268580695627e-19,-1.4727553937588127e-27,tres
0.0007115968008486742,8.720323519148833e-09,2.0569306072635254e-14,5.4853392211750004e-14,-1.7114104880293706e-27,1.1818742510411651e-18,6.826408773592245e-28,cuatro
0.0007532674251707373,8.092818967015e-08,1.1568773251972606e-13,3.1750576458255745e-13,4.081125696784799e-26,5.614242476242804e-17,-4.5136933305895465e-26,cuatro
0.0007075444744872037,2.3520605103613553e-09,1.0188173695366816e-14,1.1370071512930772e-13,-3.705557031148094e-27,3.8488651399109894e-18,-1.1155741258161075e-27,cuatro
0.0006958392032184527,6.289820656048602e-09,3.5200536526760073e-15,1.3020023472678454e-14,2.5086937104418734e-29,-5.993850775437727e-19,8.449848381286548e-29,cuatro
0.0007579976538994869,5.303956550042552e-08,1.857098678339361e-13,7.047671311077458e-13,4.0420287507886264e-26,1.38116686810542e-16,-2.517438454590244e-25,cuatro
0.0007266544233084193,2.826439303267923e-09,1.7933324036193224e-13,1.1935306372593099e-13,-1.1163503013109328e-26,4.805755234620045e-18,-1.342680413281221e-26,cuatro
0.0007122207926048506,6.924201270927285e-10,1.1622783097441553e-13,3.820151717762024e-13,-8.032625703939199e-26,4.096969404555004e-18,5.2295968260433654e-27,cuatro
0.000740240807842828,1.3789603225548736e-08,2.708745971013711e-13,8.246472027263749e-13,-3.660959312760678e-25,3.026602282957066e-17,-1.33712534376348e-25,cuatro
0.0007532674251707373,8.092818967015e-08,1.1568773251972606e-13,3.1750576458255745e-13,4.081125696784799e-26,5.614242476242804e-17,-4.5136933305895465e-26,cuatro
0.0007133555174560759,7.14892353829396e-10,2.1077108396678217e-15,8.317192855666638e-14,8.822510299840685e-28,1.750576273086188e-18,-6.5901405166736455e-28,cuatro
0.000740240807842828,1.3789603225548736e-08,2.708745971013711e-13,8.246472027263749e-13,-3.660959312760678e-25,3.026602282957066e-17,-1.33712534376348e-25,cuatro
0.0007133555174560759,7.14892353829396e-10,2.1077108396678217e-15,8.317192855666638e-14,8.822510299840685e-28,1.750576273086188e-18,-6.5901405166736455e-28,cuatro
0.0007579976538994869,5.303956550042552e-08,1.857098678339361e-13,7.047671311077458e-13,4.0420287507886264e-26,1.38116686810542e-16,-2.517438454590244e-25,cuatro
0.0007115968008486742,8.720323519148833e-09,2.0569306072635254e-14,5.4853392211750004e-14,-1.7114104880293706e-27,1.1818742510411651e-18,6.826408773592245e-28,cuatro
0.0007457434969819772,4.700176675707988e-08,2.2705591549464868e-13,4.190485453431133e-13,8.275821591081581e-26,8.007003613206431e-17,-9.929315323427261e-26,cuatro
0.0007457434969819772,4.700176675707988e-08,2.2705591549464868e-13,4.190485453431133e-13,8.275821591081581e-26,8.007003613206431e-17,-9.929315323427261e-26,cuatro
0.0007075444744872037,2.3520605103613553e-09,1.0188173695366816e-14,1.1370071512930772e-13,-3.705557031148094e-27,3.8488651399109894e-18,-1.1155741258161075e-27,cuatro
0.0007055922764053575,2.6024798782540936e-09,3.174508109053475e-14,2.202004610870996e-13,-1.6627590219454167e-26,-3.0490778658740806e-19,7.903778313165322e-27,cuatro
0.0007122207926048506,6.924201270927285e-10,1.1622783097441553e-13,3.820151717762024e-13,-8.032625703939199e-26,4.096969404555004e-18,5.2295968260433654e-27,cuatro
0.0007266544233084193,2.826439303267923e-09,1.7933324036193224e-13,1.1935306372593099e-13,-1.1163503013109328e-26,4.805755234620045e-18,-1.342680413281221e-26,cuatro
0.0007055922764053575,2.6024798782540936e-09,3.174508109053475e-14,2.202004610870996e-13,-1.6627590219454167e-26,-3.0490778658740806e-19,7.903778313165322e-27,cuatro
0.000745714167600196,8.354528174323088e-08,2.111513899930028e-14,6.948010595837053e-14,2.551347598368485e-27,1.8251618404219967e-17,7.569296014588709e-28,cinco
0.0007571820460098211,8.486407843044489e-08,3.920592398335794e-13,1.6767509102457374e-13,3.827119724804283e-26,2.530747697475727e-17,-1.9584461277634906e-26,cinco
0.0007018314630476414,5.754240265523249e-09,5.792844475892209e-15,6.3502053683978885e-15,3.7952638532106563e-29,1.205200787158554e-19,-6.556421465175139e-30,cinco
0.0007174883605565129,2.2855873977165486e-08,5.464580832829293e-13,5.092547908449991e-14,-4.591802854016707e-27,-3.170857293958999e-18,-7.147465545639803e-27,cinco
0.0007352982864268049,5.4344787182037065e-08,2.4467208317210435e-13,1.2331866214654342e-13,1.2162403486988311e-26,1.5941857127979118e-17,-1.763309513641162e-26,cinco
0.000722223214753724,8.024839177085357e-09,1.7478459996792574e-13,2.2344204453805475e-13,3.42704023711743e-26,1.083210524850181e-17,-2.784554702652818e-26,cinco
0.0007393836071590454,5.676095261631938e-09,2.588178563800411e-13,1.7625672509190883e-13,3.063309243611291e-26,1.325898395090357e-17,2.1881824447093488e-26,cinco
0.0007774197607417993,7.592668508659236e-08,2.5184873790705394e-12,5.299831498942753e-13,1.9500272091812548e-25,2.9444314510945636e-17,-5.804162506615601e-25,cinco
0.0007097203087096206,2.487792627072165e-09,4.185341950165287e-13,1.8165997933685392e-13,4.2133408355323455e-26,2.0286613384951365e-18,-2.708915839180586e-26,cinco
0.0007174883605565129,2.2855873977165486e-08,5.464580832829293e-13,5.092547908449991e-14,-4.591802854016707e-27,-3.170857293958999e-18,-7.147465545639803e-27,cinco
0.0007571820460098211,8.486407843044489e-08,3.920592398335794e-13,1.6767509102457374e-13,3.827119724804283e-26,2.530747697475727e-17,-1.9584461277634906e-26,cinco
0.0007285065337574747,2.970917389280897e-08,9.568662316962678e-14,1.517165540581883e-13,1.29703401483499e-26,3.109827235372067e-18,-1.2881263506519982e-26,cinco
0.0007282545440236571,2.123610773926346e-08,5.824632514822359e-13,3.853085491175156e-14,1.5165519394462335e-27,1.5744499404705282e-18,-5.569493923294267e-27,cinco
0.0008626126340902211,2.38959873995551e-07,2.770984930310372e-12,3.3627933621286746e-13,1.429198583680476e-25,-4.097513548011489e-17,-2.9145877149223827e-25,cinco
0.0007393836071590454,5.676095261631938e-09,2.588178563800411e-13,1.7625672509190883e-13,3.063309243611291e-26,1.325898395090357e-17,2.1881824447093488e-26,cinco
0.0007774197607417993,7.592668508659236e-08,2.5184873790705394e-12,5.299831498942753e-13,1.9500272091812548e-25,2.9444314510945636e-17,-5.804162506615601e-25,cinco
0.0007097203087096206,2.487792627072165e-09,4.185341950165287e-13,1.8165997933685392e-13,4.2133408355323455e-26,2.0286613384951365e-18,-2.708915839180586e-26,cinco
0.000722223214753724,8.024839177085357e-09,1.7478459996792574e-13,2.2344204453805475e-13,3.42704023711743e-26,1.083210524850181e-17,-2.784554702652818e-26,cinco
0.0007285065337574747,2.970917389280897e-08,9.568662316962678e-14,1.517165540581883e-13,1.29703401483499e-26,3.109827235372067e-18,-1.2881263506519982e-26,cinco
0.0007352982864268049,5.4344787182037065e-08,2.4467208317210435e-13,1.2331866214654342e-13,1.2162403486988311e-26,1.5941857127979118e-17,-1.763309513641162e-26,cinco
0.0007135225155995915,2.4643999466614763e-08,2.5952097250776524e-13,2.0626776504192936e-13,4.761122404206142e-26,2.096729810545483e-17,3.2732482564293855e-27,cinco
0.0007135225155995915,2.4643999466614763e-08,2.5952097250776524e-13,2.0626776504192936e-13,4.761122404206142e-26,2.096729810545483e-17,3.2732482564293855e-27,cinco
0.0007282545440236571,2.123610773926346e-08,5.824632514822359e-13,3.853085491175156e-14,1.5165519394462335e-27,1.5744499404705282e-18,-5.569493923294267e-27,cinco
0.0007318938067732329,2.512979143034885e-08,4.5066059086326715e-14,1.6999813727283325e-14,9.967599658438383e-29,1.9927058809388498e-18,4.5985537506622635e-28,seis
0.0007419582037659065,1.8460008375437554e-08,1.0788179850352566e-13,8.157391931648565e-14,5.792048218123352e-27,1.0765779968864128e-17,5.001232383333648e-27,seis
0.0007263293091755985,1.3751348100681091e-08,4.2211753551577336e-13,3.784099380742408e-13,4.781166076624094e-26,1.560248570482131e-17,-1.434814714226029e-25,seis
0.0007354876159329866,1.563465890134907e-08,1.6858752012780206e-13,3.240264958903076e-13,4.1434516306261584e-26,1.1349309429176466e-17,-6.339261957171527e-26,seis
0.0008114440712339473,1.1211088871516853e-07,1.1541926330592743e-12,5.898200774662521e-13,3.70133128848246e-25,7.683196888867765e-17,-3.1596138530985334e-25,seis
0.0007263293091755985,1.3751348100681091e-08,4.2211753551577336e-13,3.784099380742408e-13,4.781166076624094e-26,1.560248570482131e-17,-1.434814714226029e-25,seis
0.0007400457045460822,1.5927710146079857e-08,1.0595687114126804e-13,7.399432420640381e-14,6.452193232046077e-27,3.8960293392775294e-18,-1.138240212569504e-27,seis
0.0007419582037659065,1.8460008375437554e-08,1.0788179850352566e-13,8.157391931648565e-14,5.792048218123352e-27,1.0765779968864128e-17,5.001232383333648e-27,seis
0.000727506514072959,1.4142005082365664e-08,3.4678510449590644e-13,3.9567039900508186e-13,-1.1919410767681044e-25,-3.7946775743660717e-17,-8.528828913080705e-26,seis
0.0007406852727402532,1.8132333135504377e-08,5.385872317902201e-13,4.095800747327728e-13,1.176644740975152e-25,3.782483413625889e-17,-1.5218772356984337e-25,seis
0.0008114440712339473,1.1211088871516853e-07,1.1541926330592743e-12,5.898200774662521e-13,3.70133128848246e-25,7.683196888867765e-17,-3.1596138530985334e-25,seis
0.0007621247880860427,7.27136258545362e-08,1.837008302062945e-12,2.385943521709129e-13,-1.0965331991125586e-25,-2.1369729848424557e-17,-1.1369854253869536e-25,seis
0.0008002054257102428,9.747887572763233e-08,5.796921940703325e-13,5.845354684950504e-13,3.349804851551268e-25,1.522818711275531e-16,-5.972557930273063e-26,seis
0.0007348823197909305,6.281269272024693e-08,3.684806971995038e-15,4.7349060990304215e-15,-8.304981187453333e-30,-2.125121132324737e-19,-1.7949436171531713e-29,seis
0.0007433522950841755,1.902381900232826e-08,3.9384715555200977e-13,3.0849901890140585e-13,3.6228322030175867e-26,1.4055652077693934e-17,-1.0124723484274278e-25,seis
0.0007433522950841755,1.902381900232826e-08,3.9384715555200977e-13,3.0849901890140585e-13,3.6228322030175867e-26,1.4055652077693934e-17,-1.0124723484274278e-25,seis
0.000727506514072959,1.4142005082365664e-08,3.4678510449590644e-13,3.9567039900508186e-13,-1.1919410767681044e-25,-3.7946775743660717e-17,-8.528828913080705e-26,seis
0.0007498030114654111,2.6626016719394146e-08,2.150520019794442e-13,1.3884299652081878e-13,3.264099663808392e-27,-4.022096599828955e-18,-2.3768435958933103e-26,seis
0.0007354876159329866,1.563465890134907e-08,1.6858752012780206e-13,3.240264958903076e-13,4.1434516306261584e-26,1.1349309429176466e-17,-6.339261957171527e-26,seis
0.0007318938067732329,2.512979143034885e-08,4.5066059086326715e-14,1.6999813727283325e-14,9.967599658438383e-29,1.9927058809388498e-18,4.5985537506622635e-28,seis
0.0007498030114654111,2.6626016719394146e-08,2.150520019794442e-13,1.3884299652081878e-13,3.264099663808392e-27,-4.022096599828955e-18,-2.3768435958933103e-26,seis
0.0008002054257102428,9.747887572763233e-08,5.796921940703325e-13,5.845354684950504e-13,3.349804851551268e-25,1.522818711275531e-16,-5.972557930273063e-26,seis
0.0006983106837860028,1.3531524630245193e-09,4.7259594761673416e-14,2.176365712266462e-13,5.371942743782587e-27,-5.882181508041263e-18,2.1408361269953067e-26,siete
0.0007936710711943476,1.375996903427962e-07,3.5061768732094463e-14,2.431063331474101e-13,6.230927351082858e-27,-5.45523387456157e-18,-2.156233606605748e-26,siete
0.0007014173451915376,1.5377316111756017e-09,1.0750205762126257e-14,1.5463262170186595e-13,-3.185695675013844e-27,-2.723328185770824e-18,5.440568650796799e-27,siete
0.0007415766274411746,7.771186795843053e-08,6.256247359584737e-14,1.3417229514634124e-13,-5.5809158654666276e-27,3.339899545241494e-18,-1.0952926435509095e-26,siete
0.0008348370824109431,1.9463043437791667e-07,1.3890246686957442e-13,2.9681552234470316e-13,9.220301390113742e-27,-5.0654804784116706e-17,-5.955825981117061e-26,siete
0.0007103057019935365,1.5442655789043238e-09,6.939090566299497e-14,3.641623637093458e-14,-1.7576253351105766e-27,1.0707562328028098e-18,-5.117185266742145e-28,siete
0.0007103057019935365,1.5442655789043238e-09,6.939090566299497e-14,3.641623637093458e-14,-1.7576253351105766e-27,1.0707562328028098e-18,-5.117185266742145e-28,siete
0.0007072054463495477,1.5259882571963051e-09,4.676729028407548e-14,8.655432973428894e-14,4.502884770300414e-27,-1.0057573253840845e-19,-3.170106109186644e-27,siete
